Route,Time,Demand,Cost,MainfreightCost
"['Warehouse', 'Four Square St Heliers', ""Pak 'n Save Botany"", 'Four Square Cockle Bay', 'Four Square Pakuranga Heights', 'Warehouse']",167.7509000000001,16,419.37725000000023,3000
"['Warehouse', 'New World Remuera', 'New World Stonefields', 'Four Square Pakuranga Heights', 'Warehouse']",108.5780666666667,16,271.44516666666675,3000
"['Warehouse', 'New World Ormiston', 'Four Square Botany Junction', 'Four Square Pakuranga Heights', 'Four Square Cockle Bay', 'Warehouse']",168.38953333333333,13,420.97383333333335,3000
"['Warehouse', 'New World Ormiston', 'Four Square Botany Junction', 'Four Square Pakuranga Heights', 'Four Square Cockle Bay', 'Four Square St Heliers', 'Warehouse']",203.49519999999995,15,508.7379999999999,3000
"['Warehouse', 'Four Square Botany Junction', ""Pak 'n Save Ormiston"", 'Four Square Pakuranga Heights', 'Warehouse']",122.76800000000009,11,306.9200000000002,3000
"['Warehouse', 'Four Square Botany Junction', ""Pak 'n Save Ormiston"", 'Four Square Pakuranga Heights', 'Four Square Ellerslie', 'Warehouse']",135.66943333333333,14,339.17358333333334,3000
"['Warehouse', 'Four Square Botany Junction', ""Pak 'n Save Ormiston"", 'Four Square Pakuranga Heights', 'Four Square Ellerslie', 'Four Square St Heliers', 'Warehouse']",186.3888333333333,16,465.9720833333333,3000
"['Warehouse', 'New World Stonefields', ""Pak 'n Save Sylvia Park"", 'Four Square Pakuranga Heights', 'Warehouse']",111.28613333333342,16,278.21533333333355,3000
"['Warehouse', 'New World Mt Roskill', ""Pak 'n Save Glen Innes"", 'Warehouse']",99.43143333333327,14,248.57858333333317,3000
"['Warehouse', 'New World Mt Roskill', ""Pak 'n Save Glen Innes"", 'Four Square St Heliers', 'Warehouse']",118.98076666666665,16,297.45191666666665,3000
"['Warehouse', 'New World Howick', 'Four Square Cockle Bay', 'Four Square Botany Junction', 'Four Square Ellerslie', 'Warehouse']",158.11890000000008,14,395.29725000000025,3000
"['Warehouse', ""Pak 'n Save Sylvia Park"", 'Four Square Pakuranga Heights', 'Warehouse']",95.66216666666676,9,239.15541666666692,3000
"['Warehouse', ""Pak 'n Save Sylvia Park"", 'Four Square Pakuranga Heights', 'New World Botany', 'Warehouse']",122.21056666666675,16,305.5264166666669,3000
"['Warehouse', 'Four Square St Heliers', 'Four Square Pakuranga Heights', ""Pak 'n Save Sylvia Park"", 'Four Square Ellerslie', 'Warehouse']",140.33726666666666,14,350.84316666666666,3000
"['Warehouse', 'Four Square Alberton', 'New World Howick', 'Four Square Cockle Bay', 'Four Square Botany Junction', 'Warehouse']",151.2472333333333,14,378.11808333333323,3000
"['Warehouse', 'Four Square Alberton', 'Four Square Pakuranga Heights', 'New World Howick', 'Four Square Cockle Bay', 'Four Square Botany Junction', 'Warehouse']",155.16789999999992,16,387.9197499999998,3000
"['Warehouse', 'New World Ormiston', 'New World Botany', 'Four Square Pakuranga Heights', 'Warehouse']",119.86883333333341,15,299.67208333333355,3000
"['Warehouse', 'Four Square Alberton', 'New World Howick', 'Four Square Cockle Bay', 'Four Square Pakuranga Heights', 'Warehouse']",145.43070000000006,14,363.5767500000002,3000
"['Warehouse', 'Four Square Botany Junction', 'Four Square Pakuranga Heights', 'Four Square St Heliers', 'New World Stonefields', 'Four Square Ellerslie', 'Warehouse']",161.01943333333335,16,402.5485833333334,3000
"['Warehouse', 'Four Square Ellerslie', 'Four Square St Heliers', 'Four Square Cockle Bay', 'New World Howick', 'Four Square Pakuranga Heights', 'Warehouse']",168.9726,16,422.43149999999997,3000
"['Warehouse', 'Four Square Ellerslie', ""Pak 'n Save Botany"", 'Four Square Pakuranga Heights', 'Warehouse']",118.45716666666681,14,296.142916666667,3000
"['Warehouse', 'Four Square St Heliers', 'New World Eastridge', 'Four Square Ellerslie', 'Four Square Botany Junction', 'Warehouse']",163.31430000000003,13,408.28575000000006,3000
"['Warehouse', 'Four Square St Heliers', 'New World Eastridge', 'Four Square Ellerslie', 'Four Square Botany Junction', 'Four Square Cockle Bay', 'Warehouse']",211.80116666666666,16,529.5029166666667,3000
"['Warehouse', 'Four Square Pakuranga Heights', 'Four Square Cockle Bay', ""Pak 'n Save Botany"", 'Four Square Botany Junction', 'Warehouse']",141.5088333333333,16,353.7720833333333,3000
"['Warehouse', 'New World Mt Roskill', 'Four Square Alberton', 'Four Square Ellerslie', 'Warehouse']",80.37576666666662,12,200.93941666666655,3000
"['Warehouse', 'New World Mt Roskill', 'Four Square Alberton', 'Four Square Ellerslie', 'Four Square Pakuranga Heights', 'Warehouse']",118.16966666666661,14,295.42416666666657,3000
"['Warehouse', 'New World Botany', 'Four Square Botany Junction', 'Four Square Pakuranga Heights', 'Four Square St Heliers', 'Warehouse']",173.90879999999993,13,434.7719999999998,3000
"['Warehouse', 'Four Square St Heliers', 'New World Remuera', 'Four Square Ellerslie', 'Four Square Pakuranga Heights', 'Warehouse']",156.3028666666666,14,390.7571666666665,3000
"['Warehouse', 'New World Howick', 'Four Square Cockle Bay', 'Four Square Botany Junction', 'Warehouse']",137.5825666666667,11,343.95641666666677,3000
"['Warehouse', 'New World Botany', 'New World Ormiston', 'Warehouse']",114.96163333333337,13,287.40408333333346,3000
"['Warehouse', ""Pak 'n Save Royal Oak"", 'Four Square Ellerslie', 'Four Square Pakuranga Heights', 'Warehouse']",98.59093333333328,13,246.4773333333332,3000
"['Warehouse', ""Pak 'n Save Royal Oak"", 'Four Square Ellerslie', 'Four Square Pakuranga Heights', 'Four Square Botany Junction', 'Warehouse']",124.2829999999999,15,310.70749999999975,3000
"['Warehouse', ""Pak 'n Save Botany"", 'Four Square Cockle Bay', 'Four Square Pakuranga Heights', 'Warehouse']",133.21480000000008,14,333.0370000000002,3000
"['Warehouse', 'Four Square Pakuranga Heights', 'New World Botany', ""Pak 'n Save Ormiston"", 'Warehouse']",124.82576666666677,16,312.06441666666694,3000
"['Warehouse', 'Four Square St Heliers', 'Four Square Cockle Bay', ""Pak 'n Save Botany"", 'Four Square Botany Junction', 'Warehouse']",169.01789999999997,16,422.5447499999999,3000
"['Warehouse', 'New World Mt Roskill', ""Pak 'n Save Sylvia Park"", 'Warehouse']",96.46530000000004,13,241.1632500000001,3000
"['Warehouse', 'New World Howick', 'Four Square Cockle Bay', 'New World Botany', 'Warehouse']",137.60846666666677,16,344.02116666666694,3000
"['Warehouse', ""Pak 'n Save Botany"", 'Four Square Pakuranga Heights', 'Four Square St Heliers', 'Four Square Alberton', 'Warehouse']",166.0986666666665,16,415.2466666666662,3000
"['Warehouse', 'Four Square Alberton', 'New World Remuera', 'Four Square Ellerslie', 'Four Square Botany Junction', 'Warehouse']",133.1685666666667,15,332.92141666666674,3000
"['Warehouse', 'Four Square St Heliers', 'Four Square Pakuranga Heights', 'Four Square Cockle Bay', 'New World Botany', 'Four Square Botany Junction', 'Warehouse']",176.11376666666663,16,440.2844166666666,3000
"['Warehouse', 'New World Botany', 'New World Howick', 'Four Square Pakuranga Heights', 'Warehouse']",128.02523333333332,15,320.0630833333333,3000
"['Warehouse', 'New World Ormiston', ""Pak 'n Save Ormiston"", 'Four Square Pakuranga Heights', 'Warehouse']",121.71240000000009,15,304.2810000000002,3000
"['Warehouse', ""Pak 'n Save Sylvia Park"", 'Four Square Ellerslie', 'Four Square Pakuranga Heights', 'Four Square Botany Junction', 'Warehouse']",140.52906666666667,14,351.3226666666667,3000
"['Warehouse', 'New World Eastridge', ""Pak 'n Save Glen Innes"", 'Four Square Pakuranga Heights', 'Warehouse']",118.8281666666667,16,297.07041666666674,3000
